 Net Value Growth Rate, Net Income to Stockholder's Equity, Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Interest Expense Ratio, Borrowing dependency, Degree of Financial Leverage (DFL), Net profit before tax/Paid-in capital, Net Value Per Share (A), Interest Coverage Ratio (Interest expense to EBIT), Interest-bearing debt interest rate, Non-industry income and expenditure/revenue, Cash/Current Liability, Cash/Total Assets, Total debt/Total net worth, Fixed Assets Turnover Frequency, Net worth/Assets, Debt ratio %, Continuous interest rate (after tax), ROA(A) before interest and % after tax, Retained Earnings to Total Assets, Per Share Net profit before tax (Yuan ¥), Total assets to GNP price, Inventory/Working Capital, ROA(B) before interest and depreciation after tax, No-credit Interval, Net Value Per Share (B), Equity to Liability, Total income/Total expense, Operating Expense Rate, Liability to Equity, Average Collection Days, Operating profit per person, Current Liability to Equity, Accounts Receivable Turnover, Total Asset Return Growth Rate Ratio, Working Capital to Total Assets, Continuous Net Profit Growth Rate, Working Capital/Equity, After-tax net Interest Rate, Revenue per person,Bankrupt?
0.0004485550189975,0.841337129150271,0.218965680249598,0.814110614307489,0.631236900864372,0.374179962109944,0.0269710912232694,0.177611039891411,0.1829252875985,0.565891530490222,0.0005490549054905,0.303758973978453,0.0003358964624396,0.0020568362370428,0.0049325636746641,0.0001747509798537,0.896423496689543,0.103576503310457,0.781629483414835,0.56754252071522,0.942828956208544,0.178579498380658,0.0769722571664823,0.285100705629767,0.538197976337063,0.623687197896937,0.1829252875985,0.0365716913238882,0.0023376566488803,0.0003181159947357,0.278356431683457,0.0032585166747076,0.392754573618869,0.327484654084158,0.0019396792225051,0.263901127506974,0.75120434292108,0.217580210728446,0.731958967761215,0.809459696629764,0.0138948048705257,0
0.0004550681127365,0.840649731622796,0.204689420440579,0.804886952966321,0.632095793208312,0.373113046123427,0.0273908578413325,0.171525525978433,0.173865408115966,0.566982649156004,0.0007030703070307,0.303604528374123,0.0022537354878338,0.0205422288308614,0.0042923973408475,0.0001066661825081,0.905614172990295,0.0943858270097046,0.781373202065633,0.549716528565198,0.93295521516369,0.172478722602998,0.0073178811657058,0.277598529321833,0.498956046897585,0.623723611330741,0.173865408115966,0.0403810196995266,0.0022567515492072,0.000476653627881,0.277892081792766,0.0078380305443242,0.392437981954275,0.328042000740244,0.0008075233583232,0.263912783333722,0.769113889446861,0.217296579772641,0.733045299018059,0.809389129667184,0.0104255100392168,0
0.0004429652373977,0.840702415877267,0.219343859317387,0.803260160615522,0.632377638662484,0.377306898271686,0.0274797246787734,0.173290098785914,0.169398676836206,0.567146326659175,0.0005760576057605,0.303434855738379,0.0032200408294524,0.0582180014761003,0.0087343492098231,0.0002140888627645,0.855337545726638,0.144662454273362,0.781609132486229,0.551569995638901,0.930139634781563,0.174286359870453,0.008232490111815,0.278908415161181,0.543390973820868,0.62357757367742,0.169398676836206,0.0252817202305257,0.0022730499396006,0.0001571499952184,0.281113383864046,0.0055751717424439,0.401845277130775,0.331114214993752,0.0011341848173434,0.264404659222479,0.760000221809245,0.217655826403453,0.73268161569497,0.809344341779496,0.0353245303526578,0
0.0004420918340228,0.839910496767797,0.212914815164981,0.794157852517078,0.640422733935152,0.373151070382904,0.0249997401762429,0.167860643993666,0.171547764527411,0.577445287454369,0.0007090709070907,0.303491654982538,0.0056636431787699,0.0741698566235507,0.0051550716311474,0.0001792899663434,0.893430480394232,0.106569519605768,0.781550886725047,0.533307893589185,0.930763202677411,0.168863448068088,0.0052622229684534,0.277413791453685,0.523689705016329,0.62377679930008,0.171547764527411,0.0354641087749807,0.0022174795700972,0.0001137863100036,0.278517752959524,0.0051123530742858,0.392494516180095,0.329035251137398,0.0012376614285859,0.264174650907989,0.791909626507644,0.217619855283206,0.734591204579447,0.809299293497111,0.0261181205293539,0
0.0004737339905785,0.841623679912454,0.226434716838423,0.819715357306136,0.63167079903015,0.373692356900173,0.0268962866110795,0.177920217178192,0.180565505035607,0.565614320447007,0.0009100910091009,0.303566339946135,0.0040087963146452,0.021194016958275,0.0039832571881924,9460000000.0,0.910360673579829,0.0896393264201711,0.781709623968173,0.57582860880942,0.94025165752662,0.178880771258567,0.0039539229308491,0.277183957759265,0.569837785748702,0.624946107961257,0.180565505035607,0.0426464252172529,0.0025698224707067,9370000000.0,0.27766768513616,0.0063052639219185,0.399923113452884,0.327227478764221,0.0010023028618384,0.264399219836663,0.802390919116921,0.217652245883274,0.734995669476609,0.809456311498717,0.0259477402582142,0
0.000469242201793,0.841399049949549,0.223787463363903,0.815418713855725,0.631097176751003,0.373544733304554,0.0268972408952144,0.179828067264912,0.174328936833677,0.565618081410697,0.0004790479047904,0.303461926016447,0.0003719079468762,0.0037668242316719,0.0046115685899014,0.0003056250903069,0.900928137376425,0.0990718626235753,0.781652501016845,0.57108591365024,0.933540910463702,0.182420727574,0.0065903461441656,0.277345380371646,0.558755822046148,0.623763813199597,0.174328936833677,0.0383537473633107,0.0022899932067994,0.0003237821829371,0.278123542773057,0.0055042972969511,0.404513692589494,0.328300316444762,0.0011483874894748,0.263769028137166,0.7919906610319,0.217583751428197,0.734495148865496,0.809395509337233,0.0276956068328364,0
0.0004585617262363,0.840888957443775,0.220194762219911,0.810421134587852,0.631239298091807,0.372267565530338,0.0270027988958809,0.175167785234899,0.183852345033922,0.565999165334269,0.0005230523052305,0.304319473753794,0.0071649135908568,0.0528667007517992,0.0023974320393219,5600000000.0,0.938718747165704,0.0612812528342957,0.781933905236533,0.560237679895334,0.942018218547371,0.176169315357385,0.0136106545588463,0.279968047464102,0.540285882541892,0.623324907012137,0.183852345033922,0.0629402296529157,0.0025517714496104,0.000179814748024,0.276517862314948,0.0048331248372236,0.393726962302978,0.327470954255664,0.0013086747892424,0.264227490655912,0.752032218453819,0.217678188892323,0.731993724703647,0.809761103490226,0.0150140269964602,0
0.0004717625943893,0.841983321753659,0.233052850524723,0.826642041201762,0.631059506034164,0.372724975004641,0.0269078077255092,0.188288967649499,0.189541106569466,0.565659317841955,0.0006370637063706,0.303558605580973,0.0016393357266088,0.013907170944156,0.0033239405794326,0.0002284623199819,0.921274601686973,0.0787253983130272,0.781726606467216,0.590438290449193,0.948858906532939,0.189274685546434,0.0027463052778231,0.277289061138294,0.580919749451255,0.623824630727491,0.189541106569466,0.0488219275181613,0.0023609505382426,0.000248734098392,0.277189778453972,0.0051260156179952,0.4005789104724,0.327786671384638,0.0012336035222626,0.264260126970806,0.816363501604604,0.217614048137409,0.735630620471031,0.809460738208547,0.0164035074835128,0
0.0004610322100683,0.840954675675957,0.220005672686017,0.806263914593922,0.632451952712977,0.378709322430063,0.0276370493098807,0.175062212502828,0.175129577346087,0.567398597856035,0.0006190619061906,0.303522834142098,0.0007745714081234,0.0128012850229898,0.0083549913823762,0.000199715405547,0.858663119388094,0.141336880611906,0.781587939450233,0.559801569995639,0.935009281984505,0.17601867891843,0.0042383947829724,0.278048745688201,0.55864874993308,0.623338863793946,0.175129577346087,0.0259532229881063,0.0023180453360995,5630000000.0,0.280838654876666,0.0030774879705572,0.401754822369462,0.330593494077527,0.0020553295527172,0.26399126590049,0.766580251219532,0.217588563063285,0.733185251145198,0.809334056189009,0.104918995931437,0
0.0004455604931405,0.840455976086351,0.217452963978444,0.802551849429409,0.631267722359968,0.371230845279288,0.02692426375692,0.173531407887791,0.176478024524883,0.56572207807259,0.0005500550055005,0.303467001693584,0.0090001659796179,0.0935031388966463,0.0032537229046407,0.0001369260924394,0.922514133688061,0.0774858663119388,0.781598606143847,0.543720017444396,0.933563970913442,0.174512314528885,0.0015213773636788,0.277320828369948,0.533647411531667,0.623762890924634,0.176478024524883,0.0496224552784151,0.0022428584833143,0.0006113701432817,0.277138798973532,0.0054342767604401,0.393252074806088,0.328140542219584,0.0011646191147677,0.26369209968063,0.809073201243094,0.217571523238334,0.735200727551333,0.809340435859058,0.00487346327277,0
0.0004456104019047,0.840638613018106,0.219343859317387,0.80463901213129,0.630623553102012,0.36963718146295,0.0267937782838859,0.175205489782068,0.189119716826092,0.565170865120315,0.0,0.303553771602747,0.0130333306319023,0.0319240864779537,0.0044246254297412,9000000000.0,0.903649061281253,0.0963509387187471,0.781654325582858,0.545573484518099,0.939765139730377,0.176169315357385,0.0140393835372133,0.277067799257434,0.534664596605814,0.623922382511111,0.189119716826092,0.0395070046859079,0.0022930475348322,0.0003630985908652,0.277987940183913,0.0034839486459138,0.398317541439588,0.326672008418766,0.0018159130796465,0.263909675113256,0.789153248025469,0.217582321211147,0.734286173823141,0.80940579492772,0.0182953160113391,0
0.0004663974022288,0.841311469523341,0.225394724402004,0.814011882705804,0.630982794756236,0.371209596428404,0.0268899303694454,0.18066510821205,0.185453626058742,0.565589111140646,0.0007750775077507,0.30353056850726,0.0107444011582479,0.139413215037929,0.0047282940752697,0.0003094075790483,0.899265350545696,0.100734649454304,0.781629343063603,0.564489751417357,0.937920804869362,0.181667545379227,0.0009354776039944,0.277122025311063,0.553027463997002,0.623995879032024,0.185453626058742,0.0376800863548014,0.0023220757590657,0.0001609659995173,0.278208025459001,0.0082820632148819,0.397910495013681,0.328924458893678,0.0007628863887677,0.264082181349123,0.847345861558187,0.217614423113109,0.737989358630271,0.809370902038474,0.0258919260314616,0
0.0004669713530181,0.841234473750761,0.22322019476222,0.808976427196184,0.632237229626991,0.377012769441021,0.0275654100512866,0.176494985295227,0.176983692216931,0.567289099516091,0.0007530753075307,0.303432922147089,0.0026054898883075,0.038272302580135,0.008955945248452,0.0001021271960184,0.853493363968921,0.146506636031079,0.781624851824187,0.563672045355429,0.936223801831732,0.177449725088499,0.0018297581082122,0.277744385313056,0.569034744900691,0.623717727261263,0.176983692216931,0.0249146049780394,0.0022691302633415,0.0003166127203149,0.28127420443142,0.0043984851654662,0.39400963343208,0.33023501800171,0.0014385277915859,0.264636998702318,0.764144883469675,0.217649889841265,0.733029730476845,0.809367126315384,0.0063598842589192,0
0.000443189826837,0.840325896066444,0.218965680249598,0.798103629260323,0.634338913165573,0.38727596441824,0.0293639108382569,0.172860266948194,0.184400151700308,0.568730145641783,0.0006450645064506,0.303391591633254,0.0074057206818274,0.207866389543797,0.017036449356642,0.0001059096847598,0.80696556519636,0.19303443480364,0.78159565876798,0.548135630178805,0.93856123349435,0.173834450553589,0.0187531730574311,0.276574664192513,0.540446490711494,0.623486235909367,0.184400151700308,0.0180051246099532,0.0022459349956507,0.0001717201934506,0.287134337024927,0.0054368384873856,0.396338843535877,0.337398695626466,0.0011625901616061,0.263950081979315,0.734030366532548,0.217597831267977,0.729973923053778,0.809323119611783,0.0144176960474715,0
0.0004575385965685,0.84104674505462,0.22189656802496,0.803444645412305,0.633345776085259,0.388057698458675,0.0282061238442121,0.177309403514064,0.172896211706207,0.568042939905936,0.0007620762076207,0.303456125242575,0.0006434377317955,0.017860838627217,0.0174112475948167,0.0001868549438262,0.80548417329262,0.19451582670738,0.781591167528564,0.561382468382032,0.933883562062243,0.178278225502749,0.0008303787948983,0.27325548534808,0.552599175544729,0.62348161064579,0.172896211706207,0.0178392006258175,0.002274344102804,94100000.0,0.287405943036028,0.0073273929731829,0.39804617715565,0.337432936145491,0.0008623050936869,0.264135021097046,0.745811316274545,0.217591669056694,0.731355719668546,0.809331191847355,0.0285651337338249,0
0.0003974983531355,0.837925614007031,0.203554883237213,0.772908884661082,0.628951315735401,0.377159274676067,0.0264153131070622,0.159678757258125,0.161307993763432,0.562377109788118,0.0007390739073907,0.303016716621803,0.0017621484251645,0.0149537656982419,0.0089842147019396,6200000000.0,0.85325150406627,0.14674849593373,0.781248570171826,0.503652420409943,0.923742746015952,0.160653762145063,0.0058869342713454,0.279715690767742,0.495529739279405,0.623654633050692,0.161307993763432,0.0248687285439358,0.0020982674894285,0.0003359240147973,0.281294868361888,0.0078235140916329,0.390855023631306,0.328518642443675,0.0008075233583232,0.263909675113256,0.752991982324317,0.217574370398959,0.732118863783762,0.808992678742731,0.0091300324603792,0
0.0004541697549794,0.841187894768005,0.224260187198639,0.812973644132776,0.631321488746729,0.37216691307878,0.0269244863302234,0.17869693084986,0.179217057856812,0.565722915029787,0.0006910691069106,0.30346627659685,0.0020781549539,0.026006422332886,0.0041382832234472,953000000.0,0.907942074553315,0.092057925446685,0.781672711594219,0.563617531617968,0.942045500965593,0.17963395345334,0.0011928328959783,0.276034241456299,0.568606456448418,0.623712204905143,0.179217057856812,0.0414649657362741,0.0022847085145854,0.0003980208120249,0.27778065156698,0.005687887728047,0.395502136993736,0.328713957177203,0.0011118663325657,0.263971839522577,0.746912099549146,0.217590238839644,0.731698389915072,0.809402800388717,0.007725864018918,0
0.000458861178822,0.841854181631694,0.228420156944313,0.830176405307051,0.630964986781003,0.369875392264971,0.0268521603332461,0.184986049317548,0.182630314778138,0.565433398847167,0.001063106310631,0.30354337854956,0.0145500592102375,0.10629600428011,0.0012757730783611,0.0001603775226363,0.96390240952928,0.0360975904707198,0.781699799381949,0.593054949847362,0.943096297038018,0.185960683889433,0.000703130976427,0.277244486668277,0.592483537662616,0.624307653766868,0.182630314778138,0.10484236501329,0.0025056466854504,0.0001157521304,0.275704458052421,0.004792991115077,0.403190791705298,0.327333227352661,0.0013188195550505,0.264281107458952,0.839002274859763,0.217607235525798,0.736094529454523,0.809448760052537,0.0223521290189915,0
0.0004609823013041,0.8411159928915,0.2205729412877,0.812100285489518,0.631503678031808,0.371971199978527,0.0270667209660536,0.177490385340472,0.177952888626691,0.56620058032495,0.0008220822082208,0.303694923766955,0.0008509429954966,0.0079912289210366,0.0039786975989202,0.0001339001014463,0.910421138555492,0.0895788614445083,0.78163622027396,0.563944614042739,0.93768584755713,0.178428861941704,0.0012253108442758,0.277367591072672,0.550564805396434,0.62391016514294,0.177952888626691,0.0426818998997697,0.0023616295164812,0.0001259281418637,0.277664420394596,0.0085595836339804,0.39286764207051,0.328054100588709,0.0007385389508283,0.26408062723889,0.819444466447688,0.217600631971435,0.736007060562927,0.809400066244411,0.0129900268789566,0
0.0004179859008739,0.831976032408709,0.177838706627588,0.750430839246873,0.62927528390022,0.392590413860514,0.0264718727329476,0.138624538119297,0.156209177868611,0.562976864746142,0.0008420842084208,0.303257690436385,0.0002211740076755,0.0082664170023762,0.0259513583016442,0.0003843008561285,0.780391208392539,0.219608791607461,0.781428500450948,0.470235499345835,0.908947697741883,0.139639978910899,0.0030106087444667,0.276486186212684,0.463782857754698,0.623182971273566,0.156209177868611,0.0153485951260125,0.0020835037574352,8480000000.0,0.293599485101659,0.0023286097934821,0.394100088193392,0.34619823102173,0.0027147393302425,0.263455097870092,0.703730256210006,0.217575505281166,0.724531115070391,0.809175866411272,0.0544453094017596,1
0.0004178112201989,0.838258501827446,0.202514890800794,0.787081562191271,0.648523650360954,0.396528161437585,0.0248858579240944,0.164565266571148,0.14550587838692,0.576472530618164,0.0009430943094309,0.303477394746771,0.0004156641765213,0.0110609135539858,0.030692419226876,4840000000.0,0.771109834628292,0.228890165371708,0.781367728367594,0.536033580462276,0.868460717296699,0.165549446411087,0.0016307202591842,0.276849112615976,0.514427967235933,0.62187648014822,0.14550587838692,0.0145615712801164,0.0021623785052417,0.0001624692739381,0.297038120702888,0.0046982072180926,0.389814793876213,0.342348547915856,0.0013451959461515,0.263748824704136,0.673325140693406,0.217611038376702,0.718087877347825,0.809222607259179,0.012308505794398,1
0.0004442129565048,0.840052354819015,0.211023919826038,0.79602266635259,0.635145408967,0.38402489023291,0.174090903668756,0.168991780408717,0.158695377354515,0.570161348590322,0.0008270827082708,0.303414553029829,0.0008464738411299,0.0230705196812938,0.0214911680755798,0.0001460040654188,0.791758623817154,0.208241376182846,0.781538255114188,0.544483209768862,0.908330178891868,0.169993221360247,0.0152524732672987,0.276840068047078,0.529685743348145,0.623562109321959,0.158695377354515,0.0164039309117358,0.0022301739014708,0.0003602076785175,0.290364861431961,0.0042797918169902,0.394100088193392,0.338921755786056,0.0014770779016566,0.265442804858149,0.697045111263781,0.217626017494488,0.724543976811584,0.809307105337987,0.0121851269773659,0
0.0004503018257474,0.841431597677494,0.225394724402004,0.8141021444053,0.63154956781414,0.375580149547176,0.027118794439904,0.178206771736671,0.177025831191269,0.566350913061826,0.0006720672067206,0.303547245732141,0.0003863635065499,0.0064300361047499,0.0059730619465798,0.000500045011616,0.883151434531548,0.116848565468452,0.781619939531075,0.570704317488007,0.937473539811651,0.179257362355954,0.0097736768670125,0.277295020375345,0.55982654317683,0.623809646493972,0.177025831191269,0.032085740779711,0.0023486417250169,9040000000.0,0.279110823236052,0.0048339787462054,0.395909183419642,0.330020694282541,0.0013086747892424,0.264022348105151,0.785427201109879,0.217595989573167,0.734300444221283,0.80935853329042,0.0303218130810922,0
0.0004520985412616,0.840451101401298,0.218209322114021,0.80292347799953,0.631230736565253,0.370535225002964,0.0270031817899335,0.172091094185959,0.185875015802115,0.566000432230916,0.0007280728072807,0.303621930695738,0.0092128570449155,0.109941900294968,0.0024494113570249,0.0002284623199819,0.937660610091604,0.0623393899083955,0.781598465792615,0.544755778456171,0.937101764402904,0.173081268358816,0.000784802349315,0.277113146743321,0.540500026768028,0.623908332244086,0.185875015802115,0.0618866031430268,0.0022699393484603,0.0001837463888168,0.276555323824668,0.0057194823603752,0.391024626308767,0.32828850844728,0.0011057794730808,0.263971839522577,0.79989075144347,0.217593198824816,0.734506996524468,0.809338352701491,0.0159511184877282,0
0.0004332579827446,0.840608631798272,0.218682045948757,0.803065744296262,0.632494760345749,0.375313979730833,0.0276769693412717,0.172656662393485,0.174033964013316,0.567456110265631,0.0006860686068606,0.303474977757658,0.0004727246860561,0.0096402782067215,0.0066095806089787,0.0008102090884126,0.875895637452006,0.124104362547994,0.781576149946765,0.550915830789359,0.934730336547086,0.173608495895157,0.0051235677568077,0.277269768741381,0.548583971304674,0.623897920106617,0.174033964013316,0.030023557479194,0.0022598186387234,6190000000.0,0.279572351510817,0.004464236157068,0.395762194432509,0.331087957780501,0.0014162093068081,0.263971839522577,0.826180808370658,0.217603568728023,0.737300793483967,0.80931765132317,0.0330097087378641,0
0.0004516992711473,0.841252149001051,0.213576628533611,0.811257383194871,0.631589635758414,0.376271296381209,0.0271146084726468,0.176698589849936,0.180186254266571,0.566339247732498,0.0005960596059605,0.303743021850307,0.0003541448892364,0.0018181743170278,0.0064727929308127,0.000170211993364,0.877377029355746,0.122622970644254,0.781551448129974,0.564544265154819,0.93823378870164,0.177675679746931,0.0800057949013428,0.278683136780345,0.52502810642968,0.623708819858449,0.180186254266571,0.0304312341396866,0.0023164296986408,0.0003272512777543,0.279473637867886,0.0031731257765234,0.392596277786572,0.327391339331141,0.0019924320047071,0.264026233380734,0.753131106606647,0.217554728972691,0.732100099289949,0.809443812553316,0.0155721692639866,0
0.0004155653258061,0.839028885008747,0.209794837855725,0.784384878843847,0.628333173518171,0.377688259227034,0.0263852766496002,0.163471834703265,0.166111836837891,0.562016229466371,0.0005880588058805,0.303212492739969,0.0027354284465611,0.0346499478819115,0.0081270119187663,0.0001051531870115,0.860718928560631,0.139281071439369,0.781472009332795,0.516354121238552,0.927407108748788,0.164419673118927,0.0075629578590871,0.285606867836359,0.517104770062637,0.623631035824245,0.166111836837891,0.0263873568742709,0.0021855118120625,0.0004354870360504,0.280673194902107,0.0061020335842402,0.393206847425431,0.329514477258723,0.0010367950655859,0.263499390011734,0.752031073932679,0.217611552723901,0.732034174262065,0.809190188119544,0.0103638206307008,0
0.0004341064317374,0.840205745904451,0.214994800037818,0.797743521000021,0.63401289023438,0.37700829599873,0.0284255446452834,0.170778975944499,0.167502422991024,0.568218589402543,0.0006120612061206,0.303448632576324,0.0033286712192386,0.042104212625443,0.0090398416910604,0.0001671860023708,0.852798016748798,0.147201983251202,0.781569974492567,0.541321412996075,0.930539498151253,0.171725540408225,0.0073075664727595,0.277494883753394,0.529310990952406,0.623731221516256,0.167502422991024,0.0247808782299554,0.0022413681706093,0.0001665165512248,0.281334802107135,0.0067945537685138,0.397865267633025,0.329685391249061,0.0009312895011818,0.263844402483468,0.784658593786482,0.217565384255635,0.73471852097034,0.809317130533778,0.0313352819352849,0
